individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,individualIdSource,species,sex,genotype,genotypeBackground,room,litter,matingID,dateBirth,dateDeath,treatmentType,Climb_Identifier,ExternalIdentifier,StockNumber,OfficialName,modelSystemName,CurrentLocationPath,MaterialOrigin,AnimalStatus,ExitReason,PhysicalMarker,Generation,AnimalMatingStatus,Comments,jobNumber,Microchip Number,Diet,Birth ID,brainWeight,animalWeight,modelCommonName
289974247,289974247rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,C57BL6J,C57BL6J,NB109C,,,9/23/2018,1/22/2019,,304988,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 4 mo,289974247,6%,109C,,,C57BL6J
341200000,341200000rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,C57BL6J,C57BL6J,NB109C,,,10/28/2018,6/12/2019,,312520,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,341200000,6%,109C,,,C57BL6J
341300000,341300000rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,C57BL6J,C57BL6J,NB109C,,,10/28/2018,6/12/2019,,312521,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,341300000,6%,109C,,,C57BL6J
341500000,341500000rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,female,C57BL6J,C57BL6J,NB109C,,,10/28/2018,,,312518,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,341500000,6%,109C,,,C57BL6J
341900000,341900000rh,soluble,brain,right cerebral hemisphere,,frozen,,,,,FALSE,TRUE,,IU,Mouse,male,C57BL6J,C57BL6J,NB109C,,,10/9/2018,8/1/2019,,314178,,664,C57BL/6J,C57BL6J,,IU,H.Harvested,H.Harvested,,,Virgin,,Deep Phenotyping 8mo,341900000,6%,109C,,,C57BL6J
22709,22709,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo38,20522,1/13/2017,10/2/2017,,22709,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,288834904,6%,,,,APOE4
22761,22761,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_heterozygous,C57BL6J,JAX_MGL373,rmo43,20525,1/21/2017,10/2/2017,,22761,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,288810311,6%,,,,LOAD1
22761,22761rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_heterozygous,C57BL6J,JAX_MGL373,rmo43,20525,1/21/2017,10/2/2017,,22761,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,288810311,6%,,,,LOAD1
22711,22711,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo38,20522,1/13/2017,10/2/2017,,22711,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289465809,6%,,,,APOE4
22711,22711rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo38,20522,1/13/2017,10/2/2017,,22711,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289465809,6%,,,,APOE4
22724,22724,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo41,20528,1/16/2017,10/2/2017,,22724,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289544177,6%,,,,LOAD1
22712,22712,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo38,20522,1/13/2017,10/2/2017,,22712,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289580058,6%,,,,LOAD1
22712,22712rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo38,20522,1/13/2017,10/2/2017,,22712,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289580058,6%,,,,LOAD1
22523,22523,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo26,20526,1/3/2017,10/2/2017,,22523,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289703206,6%,,,,LOAD1
22523,22523rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo26,20526,1/3/2017,10/2/2017,,22523,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289703206,6%,,,,LOAD1
22705,22705,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo31,20522,1/10/2017,10/2/2017,,22705,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,288859694,6%,,,,APOE4
22705,22705rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo31,20522,1/10/2017,10/2/2017,,22705,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,288859694,6%,,,,APOE4
22513,22513,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo25,20526,1/1/2017,10/2/2017,,22513,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289670198,6%,,,,LOAD1
22514,22514,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo26,20526,1/3/2017,10/2/2017,,22514,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289453893,6%,,,,APOE4
22514,22514rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo26,20526,1/3/2017,10/2/2017,,22514,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289453893,6%,,,,APOE4
22174,22174,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo13,20524,12/25/2016,10/2/2017,,22174,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289556200,6%,,,,LOAD1
22174,22174rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo13,20524,12/25/2016,10/2/2017,,22174,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289556200,6%,,,,LOAD1
22516,22516,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo26,20526,1/3/2017,10/2/2017,,22516,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort A,289568568,6%,,,,APOE4
22768,22768,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo54,20527,1/27/2017,10/3/2017,,22768,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,LOAD1
22768,22768rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo54,20527,1/27/2017,10/3/2017,,22768,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,LOAD1
20361,20361,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo87,20524,2/21/2017,10/3/2017,,20361,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289518651,6%,,,,APOE4
20323,20323,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo80,20526,2/16/2017,10/3/2017,,20323,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289654289,6%,,,,APOE4
20324,20324,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo80,20526,2/16/2017,10/3/2017,,20324,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289662168,6%,,,,APOE4
22878,22878,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo59,20525,2/4/2017,10/3/2017,,22878,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289654485,6%,,,,LOAD1
22875,22875,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/3/2017,,22875,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289605254,6%,,,,APOE4
22875,22875rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/3/2017,,22875,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289605254,6%,,,,APOE4
22873,22873,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/3/2017,,22873,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289473718,6%,,,,APOE4
22873,22873rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/3/2017,,22873,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289473718,6%,,,,APOE4
22749,22749,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22749,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289654149,6%,,,,LOAD1
22748,22748,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22748,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289719457,6%,,,,APOE4
22748,22748rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22748,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289719457,6%,,,,APOE4
20457,20457,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo106,20630,3/4/2017,10/3/2017,,20457,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F2,Virgin,,APOE4/Trem2 Cohort B,289453483,6%,,,,LOAD1
22874,22874,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/3/2017,,22874,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289453995,6%,,,,APOE4
20363,20363,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo88,20524,2/24/2017,10/3/2017,,20363,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289674447,6%,,,,LOAD1
22751,22751,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22751,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289626105,6%,,,,APOE4
20376,20376,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo81,20528,2/18/2017,10/3/2017,,20376,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,LOAD1
22765,22765,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo54,20527,1/27/2017,10/3/2017,,22765,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,LOAD1
22765,22765rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo54,20527,1/27/2017,10/3/2017,,22765,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,LOAD1
22752,22752,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22752,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289445087,6%,,,,LOAD1
22752,22752rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22752,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289445087,6%,,,,LOAD1
22750,22750,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22750,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289666999,6%,,,,APOE4
22750,22750rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,Rmo37,20524,1/23/2017,10/3/2017,,22750,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,289666999,6%,,,,APOE4
20359,20359,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo87,20524,2/21/2017,10/3/2017,,20359,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,APOE4
20359,20359rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,male,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo87,20524,2/21/2017,10/3/2017,,20359,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort B,,6%,,,,APOE4
20313,20313,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo72,20522,2/13/2017,10/11/2017,,20313,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289478078,6%,,,,LOAD1
20429,20429,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo107,20526,2/27/2017,10/11/2017,,20429,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,288839572,6%,,,,APOE4
20322,20322,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo80,20526,2/16/2017,10/11/2017,,20322,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289523078,6%,,,,APOE4
20322,20322rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo80,20526,2/16/2017,10/11/2017,,20322,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289523078,6%,,,,APOE4
22512,22512,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo25,20526,1/1/2017,10/11/2017,,22512,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289600678,6%,,,,LOAD1
20495,20495,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo118,20633,3/7/2017,10/11/2017,,20495,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F2,Virgin,,APOE4/Trem2 Cohort C,289707661,6%,,,,APOE4
20495,20495rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo118,20633,3/7/2017,10/11/2017,,20495,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F2,Virgin,,APOE4/Trem2 Cohort C,289707661,6%,,,,APOE4
22770,22770,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo44,20528,1/24/2017,10/11/2017,,22770,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289682623,6%,,,,LOAD1
22770,22770rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo44,20528,1/24/2017,10/11/2017,,22770,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289682623,6%,,,,LOAD1
22504,22504,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_heterozygous,C57BL6J,JAX_MGL373,Rmo32,20523,1/2/2017,10/11/2017,,22504,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289494301,6%,,,,LOAD1
20433,20433,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo113,20523,3/7/2017,10/11/2017,,20433,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289584227,6%,,,,APOE4
20431,20431,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous,C57BL6J,JAX_MGL373,rmo113,20523,3/7/2017,10/11/2017,,20431,,27894,B6(SJL)-Apoetm1.1(APOE*4)Adiuj/J ,APOE4KI,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289715256,6%,,,,APOE4
22754,22754,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo57,20523,1/25/2017,10/11/2017,,22754,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289682687,6%,,,,LOAD1
22754,22754rh,,brain,right cerebral hemisphere,,formalin-fixed,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo57,20523,1/25/2017,10/11/2017,,22754,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289682687,6%,,,,LOAD1
22869,22869,,blood,serum,,frozen,,,,,FALSE,,,JAX,Mouse,female,APOE4_homozygous; TREM2R47H_homozygous,C57BL6J,JAX_MGL373,rmo58,20523,2/4/2017,10/11/2017,,22869,,28709,B6(SJL)-Apoetm1.1(APOE*4)Adiuj Trem2em1Adiuj/J,APOE4Trem2R47H,,JAX,H.Harvested,H.Harvested,,N1F1,Virgin,,APOE4/Trem2 Cohort C,289678466,6%,,,,LOAD1
